boq_name,brand,category,color,config,countries,default_image,dimensions,height,hsn_code,id,is_preferred,item_class,item_name,item_style,item_type,lwhd_metric,product_color_dynamic,sku_id,sku_name,space_tag,specifications,status,sub_category,template_id,template_name,theme,type,unit,width,images,light_temperature_dynamic,diameter,model_3d,diffuser_type_dynamic,length1,t_metric,thickness,color_temperature_dynamic,model_no_dynamic,default_image_mobile,Selling Price
RECTALUME - CUSTOM MADE PROFILE LIGHT,Clove,LIGHTING,,Rectangular with Edge corner,IN,https://s3-dms-prod.flipspaces.app/88c78bca-2261-4715-8a94-8c23985fb8b4,1800mm (L) x 900mm (W) x 77mm (H) x 50mm (T),77,94054200,97bdcd9e-7d19-49ed-8a4c-a10c1a70e279,TRUE,P1,CUSTOM MADE PROFILE LIGHT,,product,mm,OUTER FRAME COLOR SWATCH,P-LIG-ARC-CUS-645843,LIGHTING ARCHITECTURAL LIGHTS CUSTOM MADE PROFILE LIGHT Custom - Made Ceiling Suspension Light Rectangular with Edge corner Clove RECTALUME - CUSTOM MADE PROFILE LIGHT 1800mm (L) x 900mm (W) x 77mm (H) x 50mm (T),Ceiling,"RectaLume - Custom Made Profile Light offers a contemporary and stylish lighting option,
 
 enhancing interiors with its sharp geometry and understated design
 
 Built from high quality aluminum, this fixture boasts a four sided structure with meticulously crafted straight edges,
 
 providing long lasting durability and a premium appearance
 
 
 
 
 
 
 
 
 
 
 
 --Installation : 
 
 
 
 
 
 ++Ceiling Suspended
 
 
 
 
 
 --Diffuser Choice : 
 
 
 
 
 
 ++Opal or Prismatic
 
 
 
 
 
 --Profile Size : 
 
 
 
 
 
 ++Width 50mm (2"") X Height 77mm (3"")
 
 
 
 
 
 --Profile Color : 
 
 
 
 
 
 ++White or Black
 
 
 
 
 
 --Correlated Color Temperature (CCT) : 
 
 
 
 
 
 ++3000K, 4000K, 5000K, 6000K
 
 
 
 
 
 
 
 
 
 
 
 --Delivery Lead Time : 
 
 
 
 
 
 ++20 days
 
 
 
 
 
 Inclusive of Lighting and Installation cost",active,ARCHITECTURAL LIGHTS,8cea196a-9ef6-467e-b05a-7557dbeddedd,P_LIGHTING_ARCHITECTURAL LIGHTS,,Custom - Made Ceiling Suspension Light,RFT,900,"https://s3-dms-prod.flipspaces.app/f1efecd7-0e01-4370-a5cc-0a7345eb3e43,https://s3-dms-prod.flipspaces.app/36cc0059-1182-43bc-8053-89df316b0c18,https://s3-dms-prod.flipspaces.app/55925131-326f-4166-a959-e5246e223fb2",KELVIN,,0164b0ab-46bd-424e-a227-91757a517680,DIFFUSER TYPE SWATCH,1800,mm,50,,,,1100
QUADEDGE AURA - CUSTOM MADE PROFILE LIGHT,Clove,LIGHTING,,Edge - Cornered square,IN,https://s3-dms-prod.flipspaces.app/0744122a-d41f-4225-a05f-211614e1a9aa,1500mm (L) x 1500mm (W) x 77mm (H) x 50mm (T),77,94054200,8f91d749-f369-406d-adb1-011277dacbaf,TRUE,P1,CUSTOM MADE PROFILE LIGHT,,product,mm,OUTER FRAME COLOR SWATCH,P-LIG-ARC-CUS-890538,LIGHTING ARCHITECTURAL LIGHTS CUSTOM MADE PROFILE LIGHT Custom - Made Ceiling Suspension Light Edge - Cornered square Clove QUADEDGE AURA - CUSTOM MADE PROFILE LIGHT 1500mm (L) x 1500mm (W) x 77mm (H) x 50mm (T),Ceiling,"QuadEdge Aura - Custom Made Profile Light offers a contemporary and stylish lighting option, enhancing interiors with its sharp geometry and understated design. Built from high quality aluminum, this fixture boasts a four sided structure with meticulously crafted straight edges, providing long lasting durability and a premium appearance.
 
 
 
 
 
 
 
 
 
 --Installation : 
 
 
 
 
 ++Ceiling Suspended
 
 
 
 
 --Diffuser Choice : 
 
 
 
 
 ++Opal or Prismatic
 
 
 
 
 --Profile Size : 
 
 
 
 
 ++Width 50mm (2"""") X Height 77mm (3"""")
 
 
 
 
 --Profile Color : 
 
 
 
 
 ++White or Black
 
 
 
 
 --Correlated Color Temperature (CCT) : 
 
 
 
 
 ++3000K, 4000K, 5000K, 6000K
 
 
 
 
 
 
 
 
 
 --Delivery Lead Time : 
 
 
 
 
 ++20 days
 
 
 
 
 Inclusive of Lighting and Installation cost",active,ARCHITECTURAL LIGHTS,8cea196a-9ef6-467e-b05a-7557dbeddedd,P_LIGHTING_ARCHITECTURAL LIGHTS,,Custom - Made Ceiling Suspension Light,RFT,1500,"https://s3-dms-prod.flipspaces.app/f00e91cd-f249-4593-832d-caa9a374f4b0,https://s3-dms-prod.flipspaces.app/39d4bd13-21bf-42d5-a9ec-3876feb5f638",KELVIN,,bcaa4138-1239-4381-9710-388da45bdf6f,DIFFUSER TYPE SWATCH,1500,mm,50,,,,1100
QUADEDGE AURA - CUSTOM MADE PROFILE LIGHT,Clove,LIGHTING,,Edge - Cornered square,IN,https://s3-dms-prod.flipspaces.app/99e6bc78-3501-4ff9-9d5f-80d3a3d7f7fa,1200mm (L) x 1200mm (W) x 77mm (H) x 50mm (T),77,94054200,e4b82a93-1666-44c2-80bf-e4a0d28283e6,TRUE,P1,CUSTOM MADE PROFILE LIGHT,,product,mm,OUTER FRAME COLOR SWATCH,P-LIG-ARC-CUS-695987,LIGHTING ARCHITECTURAL LIGHTS CUSTOM MADE PROFILE LIGHT Custom - Made Ceiling Suspension Light Edge - Cornered square Clove QUADEDGE AURA - CUSTOM MADE PROFILE LIGHT 1200mm (L) x 1200mm (W) x 77mm (H) x 50mm (T),Ceiling,"QuadEdge Aura - Custom Made Profile Light offers a contemporary and stylish lighting option, enhancing interiors with its sharp geometry and understated design. Built from high quality aluminum, this fixture boasts a four sided structure with meticulously crafted straight edges, providing long lasting durability and a premium appearance.
 
 
 
 
 
 
 
 
 
 --Installation : 
 
 
 
 
 ++Ceiling Suspended
 
 
 
 
 --Diffuser Choice : 
 
 
 
 
 ++Opal or Prismatic
 
 
 
 
 --Profile Size : 
 
 
 
 
 ++Width 50mm (2"""") X Height 77mm (3"""")
 
 
 
 
 --Profile Color : 
 
 
 
 
 ++White or Black
 
 
 
 
 --Correlated Color Temperature (CCT) : 
 
 
 
 
 ++3000K, 4000K, 5000K, 6000K
 
 
 
 
 
 
 
 
 
 --Delivery Lead Time : 
 
 
 
 
 ++20 days
 
 
 
 
 Inclusive of Lighting and Installation cost",active,ARCHITECTURAL LIGHTS,8cea196a-9ef6-467e-b05a-7557dbeddedd,P_LIGHTING_ARCHITECTURAL LIGHTS,,Custom - Made Ceiling Suspension Light,RFT,1200,"https://s3-dms-prod.flipspaces.app/75314bea-3cea-4a11-8b55-0b159d3d7924,https://s3-dms-prod.flipspaces.app/e0f9acba-4ff4-4019-a7f8-33efb91b9a38",KELVIN,,b77dcda0-510a-4e69-808f-f44f6199a3e2,DIFFUSER TYPE SWATCH,1200,mm,50,,,,1100
QUADEDGE AURA - CUSTOM MADE PROFILE LIGHT,Clove,LIGHTING,,Edge - Cornered square,IN,https://s3-dms-prod.flipspaces.app/4edf9a16-3b34-4842-becc-9aee2280a7bd,900mm (L) x 900mm (W) x 77mm (H) x 50mm (T),77,94054200,e12553ef-0834-4a19-a2a3-7826aaa2cb4d,TRUE,P1,CUSTOM MADE PROFILE LIGHT,,product,mm,OUTER FRAME COLOR SWATCH,P-LIG-ARC-CUS-310137,LIGHTING ARCHITECTURAL LIGHTS CUSTOM MADE PROFILE LIGHT Custom - Made Ceiling Suspension Light Edge - Cornered square Clove QUADEDGE AURA - CUSTOM MADE PROFILE LIGHT 900mm (L) x 900mm (W) x 77mm (H) x 50mm (T),Ceiling,"QuadEdge Aura - Custom Made Profile Light offers a contemporary and stylish lighting option,
 
 enhancing interiors with its sharp geometry and understated design.
 
 Built from high quality aluminum, this fixture boasts a four sided structure with meticulously crafted straight edges,
 
 providing long lasting durability and a premium appearance.
 
 
 
 
 
 
 
 
 
 
 
 --Installation : 
 
 
 
 
 
 ++Ceiling Suspended
 
 
 
 
 
 --Diffuser Choice : 
 
 
 
 
 
 ++Opal or Prismatic
 
 
 
 
 
 --Profile Size : 
 
 
 
 
 
 ++Width 50mm (2"") X Height 77mm (3"")
 
 
 
 
 
 --Profile Color : 
 
 
 
 
 
 ++White or Black
 
 
 
 
 
 --Correlated Color Temperature (CCT) : 
 
 
 
 
 
 ++3000K, 4000K, 5000K, 6000K
 
 
 
 
 
 
 
 
 
 
 
 --Delivery Lead Time : 
 
 
 
 
 
 ++20 days
 
 
 
 
 
 Inclusive of Lighting and Installation cost",active,ARCHITECTURAL LIGHTS,8cea196a-9ef6-467e-b05a-7557dbeddedd,P_LIGHTING_ARCHITECTURAL LIGHTS,,Custom - Made Ceiling Suspension Light,RFT,900,"https://s3-dms-prod.flipspaces.app/282959ad-d42b-458c-89cf-4fe484a382b0,https://s3-dms-prod.flipspaces.app/2ebe88b4-1bec-491a-9829-7f342bcf2f2d",KELVIN,,0365f047-e6ad-4e40-aa07-5312d0d2487d,DIFFUSER TYPE SWATCH,900,mm,50,,,,1100
CORAL LIGHT - 80W,Standard,LIGHTING,Black,80W Normal Driver,IN,https://s3-dms-prod.flipspaces.app/2d572578-db61-4ea5-a728-4a30a9f3310f,1200mm (L) x 200mm (W) x 70mm (H),70,94054200,406cd114-dd85-4ccf-8318-82294a888f66,TRUE,P1,CEILING LIGHT,,product,mm,,P-LIG-ARC-CEI-892316,LIGHTING ARCHITECTURAL LIGHTS CEILING LIGHT CORAL TYPE 80W Normal Driver Standard CORAL LIGHT - 80W ASGM-51412-96 1200mm (L) x 200mm (W) x 70mm (H),Ceiling,"--Power: 
 
 ++80W
 
 --Size: 
 
 ++1200x200x70mm
 
 --Driver: 
 
 ++Normal Driver
 
 --Body Color: 
 
 ++Black
 
 
 
 --Delivery Lead Time : 
 
 ++25 days
 
 --Exclusive of Installation cost",active,ARCHITECTURAL LIGHTS,8cea196a-9ef6-467e-b05a-7557dbeddedd,P_LIGHTING_ARCHITECTURAL LIGHTS,,CORAL TYPE,NOS,200,https://s3-dms-prod.flipspaces.app/de40e876-2557-4833-92dd-2990dc217006,,,ae037439-91a6-468a-970a-f26ce211b19f,,1200,,,KELVIN,ASGM-51412-96,,14737
CORAL LIGHT - 60W,Standard,LIGHTING,Black,60W Normal Driver,IN,https://s3-dms-prod.flipspaces.app/e842defa-b7af-4942-b991-e977b2899357,900mm (L) x 200mm (W) x 70mm (H),70,94054200,72b3fd5c-484c-474a-bce3-a3456fd0dad4,TRUE,P1,CEILING LIGHT,,product,mm,,P-LIG-ARC-CEI-606471,LIGHTING ARCHITECTURAL LIGHTS CEILING LIGHT CORAL TYPE 60W Normal Driver Standard CORAL LIGHT - 60W ASGM-5149-72 900mm (L) x 200mm (W) x 70mm (H),Ceiling,"--Power: 
 
 ++60W
 
 --Size: 
 
 ++900x200x70mm
 
 --Driver: 
 
 ++Normal Driver
 
 --Body Color: 
 
 ++Black
 
 
 
 --Delivery Lead Time : 
 
 ++25 days
 
 --Exclusive of Installation cost",active,ARCHITECTURAL LIGHTS,8cea196a-9ef6-467e-b05a-7557dbeddedd,P_LIGHTING_ARCHITECTURAL LIGHTS,,CORAL TYPE,NOS,200,https://s3-dms-prod.flipspaces.app/3463462b-b772-46ed-8f92-17d827ea2284,,,f091625c-51d5-41df-bed2-811f21129d98,,900,,,KELVIN,ASGM-5149-72,,8995
CORAL LIGHT - 40W,Standard,LIGHTING,Black,40W Normal Driver,IN,https://s3-dms-prod.flipspaces.app/605b401d-9ce1-4e18-8f08-849acd64feef,600mm (L) x 200mm (W) x 70mm (H),70,94054200,128a7689-be41-4369-8f31-f17c942c79a3,TRUE,P1,CEILING LIGHT,,product,mm,,P-LIG-ARC-CEI-187987,LIGHTING ARCHITECTURAL LIGHTS CEILING LIGHT CORAL TYPE 40W Normal Driver Standard CORAL LIGHT - 40W ASGM-5146-48 600mm (L) x 200mm (W) x 70mm (H),Ceiling,"--Power: 
 
 ++40W
 
 --Size: 
 
 ++600x200x70mm
 
 --Driver: 
 
 ++Normal Driver
 
 --Body Color: 
 
 ++Black
 
 
 
 --Delivery Lead Time : 
 
 ++25 days
 
 --Exclusive of Installation cost",active,ARCHITECTURAL LIGHTS,8cea196a-9ef6-467e-b05a-7557dbeddedd,P_LIGHTING_ARCHITECTURAL LIGHTS,,CORAL TYPE,NOS,200,"https://s3-dms-prod.flipspaces.app/8549b9dc-8ce4-4ba0-85f2-b3b83334a566,https://s3-dms-prod.flipspaces.app/acec8e6e-e900-494f-a8d1-e283b9065f90",,,7dd85dc0-9301-4ac8-8fc9-a574d51cb1b7,,600,,,KELVIN,ASGM-5146-48,,6507
STAR LIGHT - 42W,Standard,LIGHTING,Black,42W Normal Driver,IN,https://s3-dms-prod.flipspaces.app/78a39e8f-f637-4def-b704-29d91db25472,70mm (H) x 600mm (D),70,94054200,25e7df15-e4af-427a-8f11-2bde485e983e,TRUE,P1,CEILING LIGHT,,product,mm,,P-LIG-ARC-CEI-594462,LIGHTING ARCHITECTURAL LIGHTS CEILING LIGHT STAR 42W Normal Driver Standard STAR LIGHT - 42W ASSTM-5166-42 70mm (H) x 600mm (D),Ceiling,"--Power: 
 
 
 ++42W
 
 
 --Size: 
 
 
 ++600x100x70mm
 
 
 --Driver: 
 
 
 ++Normal Driver
 
 
 --Body Color: 
 
 
 ++Black
 
 
 
 
 
 --Delivery Lead Time : 
 
 
 ++25 days
 
 
 --Exclusive of Installation cost",active,ARCHITECTURAL LIGHTS,8cea196a-9ef6-467e-b05a-7557dbeddedd,P_LIGHTING_ARCHITECTURAL LIGHTS,,STAR,NOS,,"https://s3-dms-prod.flipspaces.app/9be7a525-981c-4b73-af3e-e9bbedf334ab,https://s3-dms-prod.flipspaces.app/07973604-e7cb-4e2c-8ea5-c186254e1726",,600,5619b849-1f5a-4fb9-ba6b-984fede008a2,,,,,KELVIN,ASSTM-5166-42,,8804
GEAR RING LIGHT - 42W,Standard,LIGHTING,Black,42W Normal Driver,IN,https://s3-dms-prod.flipspaces.app/fa408edc-0811-47d1-adb9-9dcf2fe013e8,70mm (H) x 600mm (D),70,94054200,1b5cacd5-598f-4ae5-90b1-e48d1ba7bc6c,TRUE,P1,CEILING LIGHT,,product,mm,,P-LIG-ARC-CEI-527453,LIGHTING ARCHITECTURAL LIGHTS CEILING LIGHT GEARRING TYPE 42W Normal Driver Standard GEAR RING LIGHT - 42W ASPR-5156-42 70mm (H) x 600mm (D),Ceiling,"--Power: 
 
 
 ++42W
 
 
 --Size: 
 
 
 ++600x100x70mm
 
 
 --Driver: 
 
 
 ++Normal Driver
 
 
 --Body Color: 
 
 
 ++Black
 
 
 
 
 
 --Delivery Lead Time : 
 
 
 ++25 days
 
 
 --Exclusive of Installation cost",active,ARCHITECTURAL LIGHTS,8cea196a-9ef6-467e-b05a-7557dbeddedd,P_LIGHTING_ARCHITECTURAL LIGHTS,,"GEAR
 
 
 
 
 
 RING TYPE",NOS,,"https://s3-dms-prod.flipspaces.app/ad052f5d-b94b-463e-a38f-29feffe97c34,https://s3-dms-prod.flipspaces.app/a9179395-9caa-4d8b-b1af-374c41485aff",,600,f21e3605-85f4-45dc-9982-9029665b1088,,,,,KELVIN,ASPR-5156-42,,8804
Y TYPE LIGHT - 42W,Standard,LIGHTING,Black,42W Normal Driver,IN,https://s3-dms-prod.flipspaces.app/7a5390eb-277f-49be-bc96-2572ae9726ef,600mm (L) x 70mm (H),70,94054200,8c2958d4-b540-44c0-b512-e31898a2b80c,TRUE,P1,CEILING LIGHT,,product,mm,,P-LIG-ARC-CEI-373515,LIGHTING ARCHITECTURAL LIGHTS CEILING LIGHT Y - TYPE 42W Normal Driver Standard Y TYPE LIGHT - 42W ASYM- 5176-42 600mm (L) x 70mm (H),Ceiling,"--Power: 
 
 
 ++42W
 
 
 --Size: 
 
 
 ++600x100x70mm
 
 
 --Driver: 
 
 
 ++Normal Driver
 
 
 --Body Color: 
 
 
 ++Black
 
 
 
 
 
 --Delivery Lead Time : 
 
 
 ++25 days
 
 
 --Exclusive of Installation cost",active,ARCHITECTURAL LIGHTS,8cea196a-9ef6-467e-b05a-7557dbeddedd,P_LIGHTING_ARCHITECTURAL LIGHTS,,Y - TYPE,NOS,,https://s3-dms-prod.flipspaces.app/8fbb48fc-6110-4bf5-8327-1effcf19d983,,,adc7fa69-f116-4586-9d20-4d91538706ef,,600,,,KELVIN,ASYM- 5176-42,,6507
SEMI CIRCLE RING LIGHT - 90W,Standard,LIGHTING,Black,90W Normal Driver,IN,https://s3-dms-prod.flipspaces.app/4fbebba9-e8d1-48a4-bbcb-e82295c04e8c,70mm (H) x 1200mm (D),70,94054200,5876b80e-ee54-410a-bd3e-65e86231a69f,TRUE,P1,CEILING LIGHT,,product,mm,,P-LIG-ARC-CEI-260519,LIGHTING ARCHITECTURAL LIGHTS CEILING LIGHT SEMI CIRCLERING 90W Normal Driver Standard SEMI CIRCLE RING LIGHT - 90W ASCR- 5112-96 70mm (H) x 1200mm (D),Ceiling,"--Power: 
 
 
 ++90W
 
 
 --Size: 
 
 
 ++1200x100x70mm
 
 
 --Driver: 
 
 
 ++Normal Driver
 
 
 --Body Color: 
 
 
 ++Black
 
 
 
 
 
 --Delivery Lead Time : 
 
 
 ++25 days
 
 
 --Exclusive of Installation cost",active,ARCHITECTURAL LIGHTS,8cea196a-9ef6-467e-b05a-7557dbeddedd,P_LIGHTING_ARCHITECTURAL LIGHTS,,"SEMI CIRCLE
 
 
 
 
 
 RING",NOS,,"https://s3-dms-prod.flipspaces.app/129367bb-147f-46a1-91a4-0dc55e62466a,https://s3-dms-prod.flipspaces.app/2f3c2422-083f-4699-82d6-ce13af1e727a,https://s3-dms-prod.flipspaces.app/91355dff-f7b5-407b-8098-869329c229a9",,1200,0a29682e-00d6-40f9-bec1-d9d0d825a1d9,,,,,KELVIN,ASCR- 5112-96,,13397
SEMI CIRCLE RING LIGHT - 60W,Standard,LIGHTING,Black,60W Normal Driver,IN,https://s3-dms-prod.flipspaces.app/4fbebba9-e8d1-48a4-bbcb-e82295c04e8c,70mm (H) x 800mm (D),70,94054200,ac54b870-a23f-4c77-b45b-0b50bc0bd096,TRUE,P1,CEILING LIGHT,,product,mm,,P-LIG-ARC-CEI-938351,LIGHTING ARCHITECTURAL LIGHTS CEILING LIGHT SEMI CIRCLERING 60W Normal Driver Standard SEMI CIRCLE RING LIGHT - 60W ASCR-5108-60 70mm (H) x 800mm (D),Ceiling,"--Power: 
 
 
 ++60W
 
 
 --Size: 
 
 
 ++800x100x70mm
 
 
 --Driver: 
 
 
 ++Normal Driver
 
 
 --Body Color: 
 
 
 ++Black
 
 
 
 
 
 --Delivery Lead Time : 
 
 
 ++25 days
 
 
 --Exclusive of Installation cost",active,ARCHITECTURAL LIGHTS,8cea196a-9ef6-467e-b05a-7557dbeddedd,P_LIGHTING_ARCHITECTURAL LIGHTS,,"SEMI CIRCLE
 
 
 
 
 
 RING",NOS,,"https://s3-dms-prod.flipspaces.app/129367bb-147f-46a1-91a4-0dc55e62466a,https://s3-dms-prod.flipspaces.app/2f3c2422-083f-4699-82d6-ce13af1e727a,https://s3-dms-prod.flipspaces.app/5d508013-eaca-48ad-a582-314a5fbd0e00",,800,0dfc0655-27e7-4d16-a71f-748dc35673eb,,,,,KELVIN,ASCR-5108-60,,8421
C - TYPE RING LIGHT - 60W,Standard,LIGHTING,Black,60W Normal Driver,IN,https://s3-dms-prod.flipspaces.app/2ce3f03a-4c8d-4746-97a4-678cfadca110,70mm (H) x 800mm (D),70,94054200,25bea8ca-c947-4fcc-ab0f-e47f15312fd4,TRUE,P1,CEILING LIGHT,,product,mm,,P-LIG-ARC-CEI-956102,LIGHTING ARCHITECTURAL LIGHTS CEILING LIGHT C - TYPE RING 60W Normal Driver Standard C - TYPE RING LIGHT - 60W ASCR-5138-60 70mm (H) x 800mm (D),Ceiling,"--Power: 
 
 
 ++60W
 
 
 --Size: 
 
 
 ++800x100x70mm
 
 
 --Driver: 
 
 
 ++Normal Driver
 
 
 --Body Color: 
 
 
 ++Black
 
 
 
 
 
 --Delivery Lead Time : 
 
 
 ++25 days
 
 
 --Exclusive of Installation cost",active,ARCHITECTURAL LIGHTS,8cea196a-9ef6-467e-b05a-7557dbeddedd,P_LIGHTING_ARCHITECTURAL LIGHTS,,"C - TYPE 
 
 
 
 
 
 RING",NOS,,"https://s3-dms-prod.flipspaces.app/607ce6cb-e28e-4411-9698-09cd8c32d4b8,https://s3-dms-prod.flipspaces.app/332ee021-7107-44af-b014-08f63853cff1,https://s3-dms-prod.flipspaces.app/e44adbbf-fba5-45c8-b4b3-34fe3c787c9c",,800,f15a2ae5-a3c5-4198-a353-dfeaaa9dc670,,,,,KELVIN,ASCR-5138-60,,11483
